,0,1,2,3,4,5,6,7,8
4630,92914,1,1042,2015-12-04,2018-10-11,4631,0,EN,0
4631,247343,1,1676,2014-03-11,2018-10-12,4632,0,EN,1
4632,5684592,1,1924,2013-07-06,2018-10-12,4633,0,EN,0
4633,24621,0,2866,2010-12-07,2018-10-12,4634,0,EN,1
4634,17205,1,2501,2011-12-07,2018-10-12,4635,0,EN,1
4635,115289,1,721,2016-10-21,2018-10-12,4636,0,HU,0
4636,2175,1,302,2017-12-12,2018-10-10,4637,0,EN,0
4637,18879,0,2009,2013-04-09,2018-10-09,4638,0,EN,0
4638,14054,0,1917,2013-07-13,2018-10-12,4639,0,EN,1
4639,88192,0,1463,2014-10-10,2018-10-12,4640,0,EN,1
4640,2895810,0,2328,2012-05-28,2018-10-12,4641,0,EN,0
4641,229110,1,1217,2015-06-13,2018-10-12,4642,0,PT,0
4642,2199,1,1513,2014-08-17,2018-10-08,4643,0,DE,0
4643,75596,1,917,2016-04-08,2018-10-12,4644,0,DE,1
4644,127515,1,2316,2012-06-09,2018-10-12,4645,0,EN,1
4645,16667,1,1436,2014-11-05,2018-10-11,4646,0,EN,1
4646,34550,1,1294,2015-03-28,2018-10-12,4647,0,EN,1
4647,1807,1,1684,2014-02-25,2018-10-06,4648,0,EN,0
4648,10051,1,1730,2014-01-16,2018-10-12,4649,0,EN,1
4649,849929,0,1654,2014-04-02,2018-10-12,4650,0,EN,0
4650,4386,0,1464,2014-10-09,2018-10-12,4651,0,EN,0
4651,20462,1,1532,2014-08-02,2018-10-12,4652,0,EN,1
4652,30093,1,1982,2013-04-30,2018-10-03,4653,0,ES,1
4653,2968,0,2025,2013-03-15,2018-09-30,4654,0,ES,0
4654,293,1,1769,2013-11-28,2018-10-02,4655,0,EN,0
4655,8393467,0,2355,2012-05-01,2018-10-12,4656,0,EN,0
4656,4003,1,1525,2014-08-09,2018-10-12,4657,0,EN,1
4657,20868,1,1091,2015-10-16,2018-10-11,4658,0,EN,1
4658,2248,0,1491,2014-09-11,2018-10-11,4659,0,EN,1
4659,174,0,881,2016-04-27,2018-09-25,4660,0,EN,0
4660,5120,0,2359,2012-04-27,2018-10-12,4661,0,EN,0
4661,485148,0,1904,2013-07-26,2018-10-12,4662,0,EN,0
4662,4277,0,989,2016-01-27,2018-10-12,4663,0,EN,1
4663,778224,0,2448,2012-01-29,2018-10-12,4664,0,EN,0
4664,4310,0,2068,2013-01-27,2018-09-26,4665,0,FR,0
4665,103119,1,1390,2014-12-22,2018-10-12,4666,0,EN,0
4666,9357,1,2001,2013-04-20,2018-10-12,4667,0,EN,1
4667,13594,1,1079,2015-10-25,2018-10-08,4668,0,EN,1
4668,265929,0,1137,2015-09-01,2018-10-12,4669,0,ZH,0
4669,58193,1,2911,2010-10-23,2018-10-12,4670,0,ZH,1
4670,2960,0,1294,2015-03-27,2018-10-11,4671,0,EN,0
4671,3169,1,1612,2014-04-08,2018-09-06,4672,0,EN,0
4672,60986,1,2612,2011-08-18,2018-10-12,4673,0,EN,1
4673,4198,0,2111,2012-12-31,2018-10-12,4674,0,EN,1
4674,8319,1,2095,2013-01-16,2018-10-12,4675,0,EN,1
4675,491,0,955,2016-02-22,2018-10-04,4676,0,DE,0
4676,1059,0,1969,2013-05-20,2018-10-10,4677,0,EN,0
4677,4589,1,2074,2013-02-04,2018-10-10,4678,0,EN,1
4678,3746624,1,2772,2011-03-11,2018-10-12,4679,0,EN,0
4679,2917,1,1743,2013-12-26,2018-10-04,4680,0,IT,1
4680,2103,0,1753,2013-12-24,2018-10-12,4681,0,EN,1
4681,20024,1,2456,2012-01-21,2018-10-12,4682,0,EN,1
4682,4163220,0,2672,2011-06-19,2018-10-12,4683,0,EN,1
4683,2916,0,2295,2012-05-09,2018-08-21,4684,0,EN,0
4684,1134,0,776,2016-07-28,2018-09-12,4685,0,EN,1
4685,40369,0,414,2017-08-21,2018-10-09,4686,0,EN,0
4686,2832,0,2160,2012-11-12,2018-10-12,4687,0,EN,0
4687,27576,0,1498,2014-09-05,2018-10-12,4688,0,EN,1
4688,174447,1,2217,2012-09-16,2018-10-12,4689,0,EN,1
4689,13357,1,1960,2013-05-30,2018-10-11,4690,0,EN,1
4690,19504,0,2173,2012-10-28,2018-10-10,4691,0,EN,0
4691,3716,0,2361,2012-04-23,2018-10-10,4692,0,EN,0
4692,1044,0,2470,2012-01-06,2018-10-11,4693,0,EN,0
4693,13502,1,3336,2009-08-21,2018-10-09,4694,0,EN,1
4694,246286,0,1578,2014-06-17,2018-10-12,4695,0,EN,1
4695,7287,1,2091,2013-01-19,2018-10-11,4696,0,EN,1
4696,475257,0,1958,2013-06-02,2018-10-12,4697,0,EN,0
4697,1469293,1,2585,2011-09-14,2018-10-12,4698,0,EN,0
4698,116392808,0,1896,2013-08-03,2018-10-12,4699,0,PT,0
4699,8770,1,726,2016-10-16,2018-10-12,4700,0,PT,1
4700,36871,1,939,2016-03-16,2018-10-11,4701,0,EN,1
4701,8935,1,2300,2012-06-25,2018-10-12,4702,0,EN,1
4702,3770,1,2665,2011-06-25,2018-10-11,4703,0,EN,1
4703,2396,1,988,2016-01-27,2018-10-11,4704,0,EN,1
4704,5761,0,1380,2015-01-01,2018-10-12,4705,0,EN,1
4705,1617,0,2318,2012-06-07,2018-10-12,4706,0,EN,0
4706,50055805,0,3554,2009-01-18,2018-10-12,4707,0,EN,0
4707,483,0,1643,2014-04-09,2018-10-08,4708,0,EN,0
4708,15880,1,1585,2014-06-10,2018-10-12,4709,0,EN,1
4709,7794,0,392,2017-09-15,2018-10-12,4710,0,EN,1
4710,5906,1,1626,2014-04-15,2018-09-27,4711,0,EN,0
4711,3974,0,2474,2011-12-04,2018-09-12,4712,0,EN,1
4712,21739,1,2737,2011-04-15,2018-10-12,4713,0,EN,0
4713,31002,0,1270,2015-04-21,2018-10-12,4714,0,EN,0
4714,7238939,0,2628,2011-08-02,2018-10-12,4715,0,EN,0
4715,2604,1,2032,2013-02-27,2018-09-21,4716,0,EN,0
4716,9404,1,1850,2013-09-13,2018-10-07,4717,0,EN,0
4717,8447,1,2593,2011-09-06,2018-10-12,4718,0,EN,1
4718,5764,1,1917,2013-07-13,2018-10-12,4719,0,EN,1
4719,5722,1,537,2017-04-20,2018-10-09,4720,0,EN,1
4720,2025344,1,2538,2011-10-31,2018-10-12,4721,0,ES,0
4721,3638,0,2146,2012-11-16,2018-10-02,4722,0,ES,1
4722,1108693,1,1770,2013-12-07,2018-10-12,4723,0,EN,0
4723,2302,0,898,2016-04-21,2018-10-06,4724,0,EN,0
4724,377865,1,1371,2015-01-10,2018-10-12,4725,0,EN,0
4725,18763,1,836,2016-06-27,2018-10-11,4726,0,EN,1
4726,2458,1,1660,2014-03-26,2018-10-11,4727,0,EN,0
4727,12020,0,986,2016-01-30,2018-10-12,4728,0,EN,1
4728,1029158,0,755,2016-09-17,2018-10-12,4729,0,JA,0
4729,1313,1,1970,2013-05-07,2018-09-28,4730,0,EN,0
4730,67435,1,893,2016-05-02,2018-10-12,4731,0,EN,1
4731,483,0,1349,2015-02-01,2018-10-12,4732,0,EN,0
4732,1832,0,1184,2015-07-10,2018-10-06,4733,0,EN,0
4733,12535,1,2612,2011-08-18,2018-10-12,4734,0,EN,1
4734,425953,0,1038,2015-12-09,2018-10-12,4735,0,EN,0
4735,729883,0,2778,2011-03-05,2018-10-12,4736,0,EN,0
4736,6777,0,3424,2009-05-23,2018-10-07,4737,0,EN,1
4737,4290,1,2266,2012-07-26,2018-10-09,4738,0,EN,1
4738,35475,0,1477,2014-09-26,2018-10-12,4739,0,EN,1
4739,40489,0,2210,2012-09-22,2018-10-11,4740,0,EN,1
4740,1545018,1,2756,2011-03-27,2018-10-12,4741,0,EN,0
4741,27145,1,2848,2010-12-19,2018-10-06,4742,0,EN,1
4742,170,0,2495,2011-10-01,2018-07-31,4743,0,EN,0
4743,26217,1,1609,2014-05-17,2018-10-12,4744,0,EN,1
4744,679544,0,1678,2014-03-09,2018-10-12,4745,0,EN,0
4745,179638,0,2153,2012-11-19,2018-10-12,4746,0,EN,1
4746,1409,1,978,2016-02-07,2018-10-12,4747,0,EN,0
4747,8547,1,1633,2014-04-23,2018-10-12,4748,0,EN,0
4748,16987,1,1431,2014-11-11,2018-10-12,4749,0,EN,1
4749,5828,1,1483,2014-09-20,2018-10-12,4750,0,EN,1
4750,5223,0,2216,2012-09-15,2018-10-10,4751,0,ES,1
4751,13002,0,750,2016-09-22,2018-10-12,4752,0,KO,1
4752,3001,1,925,2016-03-28,2018-10-09,4753,0,EN,0
4753,18340,1,3140,2010-03-08,2018-10-12,4754,0,EN,1
4754,16014,0,1886,2013-08-13,2018-10-12,4755,0,EN,1
4755,19819,0,3031,2010-06-14,2018-10-01,4756,0,EN,0
4756,925028,0,2525,2011-11-13,2018-10-12,4757,0,EN,0
4757,1470,0,275,2018-01-10,2018-10-12,4758,0,EN,0
4758,83771,0,2071,2013-02-09,2018-10-12,4759,0,PL,1
4759,1466102,0,2282,2012-07-13,2018-10-12,4760,0,PT,0
4760,1988,0,612,2017-02-05,2018-10-10,4761,0,PT,1
4761,2632,1,2173,2012-10-16,2018-09-28,4762,0,EN,0
4762,8393611,0,3338,2009-08-22,2018-10-12,4763,0,EN,0
4763,14705,0,1568,2014-06-25,2018-10-10,4764,0,EN,1
4764,1682,0,2019,2013-03-22,2018-10-01,4765,0,EN,1
4765,2309,0,1194,2015-07-06,2018-10-12,4766,0,EN,1
4766,2047,1,1389,2014-11-25,2018-09-14,4767,0,EN,0
4767,29160,0,2660,2011-06-25,2018-10-06,4768,0,EN,1
4768,22262,1,1175,2015-07-25,2018-10-12,4769,0,EN,1
4769,5236,0,1412,2014-11-29,2018-10-11,4770,0,DE,1
4770,2765892,0,1993,2013-04-28,2018-10-12,4771,0,DE,0
4771,14611,0,1551,2014-07-13,2018-10-11,4772,0,EN,1
4772,15325,0,1735,2013-12-07,2018-09-07,4773,0,EN,1
4773,5484686,0,1698,2014-02-17,2018-10-12,4774,0,EN,0
4774,312,1,2089,2013-01-19,2018-10-09,4775,0,IT,0
4775,15619,1,1797,2013-11-10,2018-10-12,4776,0,EN,1
4776,1666,1,1163,2015-07-08,2018-09-13,4777,0,EN,1
4777,107397,0,2572,2011-09-27,2018-10-12,4778,0,EN,0
4778,3291,0,1865,2013-09-03,2018-10-12,4779,0,EN,1
4779,13078,0,2139,2012-11-19,2018-09-28,4780,0,EN,1
4780,339557,1,2099,2013-01-12,2018-10-12,4781,0,EN,0
4781,23323,1,1836,2013-10-01,2018-10-11,4782,0,EN,1
4782,7658,1,2725,2011-04-26,2018-10-11,4783,0,EN,1
4783,22809,1,2409,2012-03-08,2018-10-12,4784,0,EN,1
4784,9821,0,1938,2013-06-11,2018-10-01,4785,0,EN,0
4785,10041,1,1908,2013-07-20,2018-10-10,4786,0,EN,1
4786,59026,1,894,2016-05-01,2018-10-12,4787,0,EN,1
4787,3719,1,1165,2015-08-04,2018-10-12,4788,0,EN,1
4788,1690,0,1188,2015-07-12,2018-10-12,4789,0,DE,0
4789,4997,0,1788,2013-11-16,2018-10-09,4790,0,DE,0
4790,1811,0,847,2016-06-17,2018-10-12,4791,0,EN,1
4791,8313,0,323,2017-11-20,2018-10-09,4792,0,EN,1
4792,17411,0,1763,2013-12-14,2018-10-12,4793,0,EN,0
4793,2281019,0,1661,2014-03-26,2018-10-12,4794,0,EN,0
4794,266496,1,1886,2013-08-13,2018-10-12,4795,0,EN,1
4795,16902,1,2957,2010-09-06,2018-10-11,4796,0,EN,0
4796,1858890,0,2081,2013-01-30,2018-10-12,4797,0,EN,0
4797,3851,0,2035,2013-02-23,2018-09-20,4798,0,EN,1
4798,570202,1,1674,2014-03-13,2018-10-12,4799,0,EN,0
4799,101712,1,2825,2011-01-17,2018-10-12,4800,0,EN,1
4800,5699,0,2021,2013-03-31,2018-10-12,4801,0,EN,1
4801,14080,0,2077,2013-02-01,2018-10-10,4802,0,EN,1
4802,243526,1,1594,2014-06-01,2018-10-12,4803,0,DE,1
4803,310589,0,1373,2015-01-08,2018-10-12,4804,0,EN,0
4804,212123,1,764,2016-09-08,2018-10-12,4805,0,EN,0
4805,644,1,2073,2013-02-05,2018-10-10,4806,0,EN,0
4806,1614494,0,1152,2015-08-17,2018-10-12,4807,0,IT,0
4807,8034,0,1150,2015-08-19,2018-10-12,4808,0,IT,1
4808,1592299,1,1564,2014-07-01,2018-10-12,4809,0,EN,0
4809,892,1,1583,2014-06-11,2018-10-11,4810,0,EN,1
4810,3217,0,985,2016-01-30,2018-10-11,4811,0,EN,1
4811,6176782,0,2868,2010-12-04,2018-10-11,4812,0,EN,0
4812,1605,1,1267,2015-04-22,2018-10-10,4813,0,EN,1
4813,272630,0,2651,2011-07-10,2018-10-12,4814,0,EN,0
4814,1354,1,1577,2014-06-03,2018-09-27,4815,0,EN,0
4815,6919679,1,2263,2012-08-01,2018-10-12,4816,0,EN,0
4816,666,1,1638,2014-03-13,2018-09-06,4817,0,EN,0
4817,3277,1,2258,2012-08-06,2018-10-12,4818,0,EN,0
4818,350202,0,2444,2012-02-02,2018-10-12,4819,0,DE,0
4819,35826,0,955,2016-03-01,2018-10-12,4820,0,EN,1
4820,731,1,336,2017-11-05,2018-10-07,4821,0,EN,0
4821,1101,0,1532,2014-07-30,2018-10-09,4822,0,EN,1
4822,4427944,0,2537,2011-11-01,2018-10-12,4823,0,EN,0
4823,44230,0,2857,2010-12-16,2018-10-12,4824,0,EN,1
4824,36458,0,2319,2012-06-06,2018-10-12,4825,0,EN,1
4825,154144,0,1624,2014-05-02,2018-10-12,4826,0,ES,0
4826,3088991,1,2720,2011-05-02,2018-10-12,4827,0,NL,0
4827,11295,1,1663,2014-03-20,2018-10-08,4828,0,EN,0
4828,3133,1,3310,2009-09-16,2018-10-09,4829,0,EN,1
4829,2723,0,2257,2012-05-14,2018-07-19,4830,0,EN,0
4830,3837,1,2464,2012-01-13,2018-10-12,4831,0,EN,1
4831,31965,1,295,2017-12-21,2018-10-12,4832,0,EN,1
4832,3812,1,548,2017-04-08,2018-10-08,4833,0,EN,1
4833,13852,1,1291,2015-03-31,2018-10-12,4834,0,EN,1
4834,1828272,0,2168,2012-11-04,2018-10-12,4835,0,NO,0
4835,3800,0,1962,2013-05-26,2018-10-09,4836,0,EN,1
4836,1150,0,1414,2014-11-27,2018-10-11,4837,0,EN,0
4837,10802,0,2028,2013-03-23,2018-10-11,4838,0,JA,1
4838,88751,0,1378,2015-01-03,2018-10-12,4839,0,EN,0
4839,3390,1,1585,2014-05-10,2018-09-11,4840,0,EN,0
4840,1297,0,597,2017-01-27,2018-09-16,4841,0,EN,0
4841,2517551,1,1592,2014-06-03,2018-10-12,4842,0,EN,0
4842,962,1,879,2016-05-11,2018-10-07,4843,0,EN,0
4843,40239,1,2132,2012-12-10,2018-10-12,4844,0,EN,1
4844,6013,1,2322,2012-06-03,2018-10-12,4845,0,EN,1
4845,5759,0,2478,2011-12-23,2018-10-05,4846,0,EN,0
4846,9863745,0,3108,2010-04-09,2018-10-12,4847,0,EN,0
4847,7551,1,731,2016-10-11,2018-10-12,4848,0,EN,1
4848,740,1,1179,2015-07-17,2018-10-08,4849,0,EN,0
4849,802,0,2016,2013-04-02,2018-10-09,4850,0,FR,0
4850,5967,1,1427,2014-11-14,2018-10-11,4851,0,FR,1
4851,4536305,0,2643,2011-07-18,2018-10-12,4852,0,EN,0
4852,2782,1,1973,2013-05-18,2018-10-12,4853,0,EN,0
4853,445740,1,1334,2015-02-16,2018-10-12,4854,0,EN,0
4854,19351,1,1271,2015-04-20,2018-10-12,4855,0,EN,1
4855,899,0,1634,2014-04-17,2018-10-07,4856,0,EN,0
4856,494,0,2481,2011-09-30,2018-07-16,4857,0,EN,0
4857,30585,1,2524,2011-11-14,2018-10-12,4858,0,EN,1
4858,4771,0,2004,2013-04-16,2018-10-11,4859,0,EN,0
4859,63613,0,1314,2015-03-08,2018-10-12,4860,0,IT,1
4860,117046,0,1649,2014-04-07,2018-10-12,4861,0,IT,1
4861,3680,1,2714,2011-04-10,2018-09-14,4862,0,EN,0
4862,11572,1,1405,2014-12-04,2018-10-09,4863,0,EN,1
4863,53383,1,1673,2014-03-11,2018-10-09,4864,0,EN,0
4864,2832,0,1787,2013-10-18,2018-09-09,4865,0,ZH,0
4865,1607,1,1216,2015-05-27,2018-09-24,4866,0,EN,0
4866,204,0,1701,2014-02-09,2018-10-07,4867,0,EN,0
4867,156966,0,2158,2012-11-14,2018-10-12,4868,0,EN,0
4868,25729,0,2248,2012-08-16,2018-10-12,4869,0,EN,0
4869,22116,0,1766,2013-12-11,2018-10-12,4870,0,EN,1
4870,60843,0,2604,2011-08-21,2018-10-07,4871,0,EN,0
4871,2496,0,1718,2014-01-28,2018-10-12,4872,0,EN,0
4872,8327,1,995,2016-01-21,2018-10-12,4873,0,EN,1
4873,362,1,685,2016-11-20,2018-10-06,4874,0,EN,0
4874,138358,1,640,2017-01-10,2018-10-12,4875,0,EN,1
4875,69121,1,1331,2015-02-19,2018-10-12,4876,0,EN,1
4876,4560,0,1884,2013-08-14,2018-10-11,4877,0,FR,0
4877,53268,0,1194,2015-07-05,2018-10-11,4878,0,NO,1
4878,441,0,2789,2010-12-16,2018-08-05,4879,0,OTHER,0
4879,26261381,0,3866,2008-03-12,2018-10-12,4880,0,EN,0
4880,6905465,1,1660,2014-03-27,2018-10-12,4881,0,PT,0
4881,64491,1,1880,2013-08-19,2018-10-12,4882,0,EN,1
4882,9790,1,2493,2011-12-14,2018-10-11,4883,0,EN,1
4883,1260,0,609,2016-12-31,2018-09-01,4884,0,EN,1
4884,3352,0,2398,2012-03-10,2018-10-03,4885,0,DE,0
4885,14475068,0,2727,2011-04-25,2018-10-12,4886,0,DE,0
4886,10000,1,1374,2015-01-07,2018-10-12,4887,0,DE,1
4887,11793,0,2555,2011-10-14,2018-10-12,4888,0,EN,1
4888,3822,0,365,2017-10-11,2018-10-11,4889,0,EN,1
4889,7420,0,782,2016-08-20,2018-10-11,4890,0,EN,1
4890,4823,1,996,2015-12-28,2018-09-19,4891,0,EN,0
4891,1583,0,1930,2013-06-29,2018-10-11,4892,0,EN,0
4892,156415,1,2903,2010-10-31,2018-10-12,4893,0,EN,0
4893,14122,1,1329,2015-02-21,2018-10-12,4894,0,EN,1
4894,673851,1,2449,2012-01-28,2018-10-12,4895,0,EN,0
4895,10037,1,1697,2014-02-18,2018-10-12,4896,0,EN,1
4896,32648,0,2238,2012-08-11,2018-09-27,4897,0,EN,0
4897,2163,1,2878,2010-11-18,2018-10-05,4898,0,EN,0
4898,20411,0,1835,2013-10-03,2018-10-12,4899,0,EN,0
4899,273784,1,2400,2012-03-17,2018-10-12,4900,0,EN,1
4900,1726,0,513,2017-05-15,2018-10-10,4901,0,EN,1
4901,512,1,1233,2015-05-27,2018-10-11,4902,0,EN,1
4902,1157204,0,1467,2014-10-06,2018-10-12,4903,0,JA,0
4903,16002,1,1625,2014-04-18,2018-09-29,4904,0,EN,0
4904,120753,1,1656,2014-03-31,2018-10-12,4905,0,DE,1
4905,1330,0,2095,2012-12-08,2018-09-03,4906,0,DE,0
4906,338604,0,1400,2014-12-12,2018-10-12,4907,0,EN,0
4907,6921,0,1353,2015-01-27,2018-10-11,4908,0,EN,1
4908,1268,1,793,2016-08-09,2018-10-11,4909,0,EN,0
4909,40745320,0,2337,2012-05-19,2018-10-12,4910,0,EN,0
4910,1454,0,2995,2010-07-26,2018-10-07,4911,0,EN,0
4911,127488,0,1641,2014-04-15,2018-10-12,4912,0,EN,0
4912,18099,1,2602,2011-08-21,2018-10-05,4913,0,EN,1
4913,1879073,0,2210,2012-09-23,2018-10-12,4914,0,EN,0
4914,26525,1,1780,2013-11-27,2018-10-12,4915,0,EN,1
4915,112953,0,3384,2009-07-07,2018-10-12,4916,0,EN,0
4916,904,1,1632,2014-04-24,2018-10-12,4917,0,EN,0
4917,3984,0,1302,2015-03-20,2018-10-12,4918,0,EN,1
4918,569409,0,1579,2014-06-16,2018-10-12,4919,0,EN,0
4919,9851,0,3088,2010-04-29,2018-10-12,4920,0,EN,0
4920,2607,1,1565,2014-06-23,2018-10-05,4921,0,EN,1
4921,4453,0,893,2016-05-02,2018-10-12,4922,0,EN,1
4922,14998533,0,2692,2011-05-30,2018-10-12,4923,0,EN,0
4923,110923,1,1290,2015-03-31,2018-10-11,4924,0,EN,1
4924,74674,0,2146,2012-11-26,2018-10-12,4925,0,EN,0
4925,690685,0,3064,2010-05-23,2018-10-12,4926,0,EN,0
4926,901877,1,2333,2012-05-23,2018-10-12,4927,0,EN,0
4927,62782,1,1669,2014-03-16,2018-10-10,4928,0,EN,1
4928,44199,1,1677,2014-03-10,2018-10-12,4929,0,EN,1
4929,3818690,1,3714,2008-08-11,2018-10-12,4930,0,EN,0
4930,588,1,1201,2015-06-28,2018-10-11,4931,0,EN,0
4931,228153,1,1299,2015-03-23,2018-10-12,4932,0,EN,0
4932,410,0,1171,2015-07-27,2018-10-10,4933,0,EN,0
4933,1032,0,2441,2012-02-02,2018-10-09,4934,0,EN,0
4934,795616,1,2432,2012-02-14,2018-10-12,4935,0,EN,0
4935,1217,1,3233,2009-12-05,2018-10-12,4936,0,EN,1
4936,3253,1,914,2016-04-10,2018-10-11,4937,0,EN,1
4937,162491,1,1368,2015-01-13,2018-10-12,4938,0,EN,0
4938,37531,1,1674,2014-03-13,2018-10-12,4939,0,EN,1
4939,20132,1,1121,2015-09-17,2018-10-12,4940,0,DE,1
4940,1633039,0,1170,2015-07-30,2018-10-12,4941,0,EN,0
4941,41038,1,1683,2014-03-03,2018-10-11,4942,0,EN,1
4942,169259,1,1100,2015-10-08,2018-10-12,4943,0,IT,0
4943,25989,0,1884,2013-08-15,2018-10-12,4944,0,IT,1
4944,3035,0,1500,2014-09-02,2018-10-11,4945,0,EN,0
4945,2917,1,2783,2011-02-28,2018-10-12,4946,0,EN,1
4946,171748,1,1386,2014-12-26,2018-10-12,4947,0,EN,0
4947,6251968,1,2141,2012-12-01,2018-10-12,4948,0,EN,0
4948,1568,1,2492,2011-10-23,2018-08-19,4949,0,EN,0
4949,6042,0,2042,2013-03-04,2018-10-06,4950,0,EN,0
4950,23496,1,1307,2015-03-15,2018-10-12,4951,0,EN,1
4951,87441,1,1282,2015-04-07,2018-10-10,4952,0,DE,0
4952,1185483,1,1349,2015-02-01,2018-10-12,4953,0,EN,0
4953,1413,0,1540,2014-07-16,2018-10-03,4954,0,EN,0
4954,5361,1,892,2016-05-02,2018-10-11,4955,0,EN,1
4955,6492,1,2092,2013-01-11,2018-10-04,4956,0,EN,1
4956,636517,1,1783,2013-11-24,2018-10-12,4957,0,EN,0
4957,1821,1,1720,2014-01-22,2018-10-08,4958,0,EN,0
4958,107866,0,1824,2013-10-14,2018-10-12,4959,0,EN,0
4959,32862105,1,2374,2012-04-12,2018-10-12,4960,0,EN,0
4960,1930,0,1731,2014-01-12,2018-10-09,4961,0,EN,0
4961,8929,0,2872,2010-11-22,2018-10-03,4962,0,EN,0
4962,255329,1,1563,2014-06-30,2018-10-10,4963,0,EN,0
4963,104989,1,885,2016-05-10,2018-10-12,4964,0,EN,1
4964,5301600,1,2977,2010-08-18,2018-10-12,4965,0,EN,0
4965,1527886,0,2385,2012-03-28,2018-10-08,4966,0,EN,0
4966,37931,1,1302,2015-03-20,2018-10-12,4967,0,EN,1
4967,14102,1,1757,2013-12-20,2018-10-12,4968,0,EN,1
4968,18117017,1,2164,2012-11-08,2018-10-12,4969,0,EN,0
4969,2743,0,1855,2013-09-08,2018-10-07,4970,0,EN,1
4970,329947,1,1162,2015-08-06,2018-10-11,4971,0,FR,0
4971,27482,1,1156,2015-08-13,2018-10-12,4972,0,FR,1
4972,3345783,0,2399,2012-03-18,2018-10-12,4973,0,CS,0
4973,5465,0,2093,2013-01-18,2018-10-12,4974,0,CS,0
4974,50542,1,466,2017-07-02,2018-10-11,4975,0,EN,1
4975,12596,1,1455,2014-10-17,2018-10-11,4976,0,EN,1
4976,7301,0,2833,2011-01-07,2018-10-10,4977,0,EN,1
4977,12056,1,887,2016-04-25,2018-09-29,4978,0,EN,1
4978,1698,0,223,2018-03-02,2018-10-11,4979,0,EN,1
4979,14041,1,928,2016-03-28,2018-10-12,4980,0,EN,1
4980,2232,1,1295,2015-03-26,2018-10-11,4981,0,EN,0
4981,22534,1,1423,2014-11-18,2018-10-11,4982,0,EN,1
4982,119979,1,1606,2014-05-19,2018-10-11,4983,0,EN,0
4983,57578,1,1567,2014-06-28,2018-10-12,4984,0,EN,1
4984,67345,1,814,2016-07-19,2018-10-11,4985,0,PT,1
4985,1130012,1,1789,2013-11-18,2018-10-12,4986,0,EN,0
4986,11748,1,944,2016-03-12,2018-10-12,4987,0,EN,1
4987,5307,0,933,2016-03-23,2018-10-12,4988,0,RU,1
4988,1801572,0,2431,2012-02-15,2018-10-12,4989,0,EN,0
4989,1214,1,2942,2010-08-26,2018-09-15,4990,0,EN,0
4990,26475,1,2347,2012-05-08,2018-10-11,4991,0,EN,1
4991,1004,1,1691,2014-02-19,2018-10-07,4992,0,EN,0
4992,328674,0,2610,2011-08-20,2018-10-12,4993,0,EN,0
4993,83,0,1327,2015-02-12,2018-10-01,4994,0,EN,0
4994,966,0,2407,2012-03-08,2018-10-10,4995,0,EN,0
4995,6484046,0,2352,2012-05-04,2018-10-12,4996,0,EN,0
4996,38220,1,944,2016-03-12,2018-10-12,4997,0,EN,1
4997,14088,1,1190,2015-07-10,2018-10-12,4998,0,EN,1
4998,1509,1,1636,2014-04-20,2018-10-12,4999,0,EN,0
4999,13784,1,875,2016-05-18,2018-10-10,5000,0,EN,1
5000,6374,0,1790,2013-10-26,2018-09-20,5001,0,EN,0
5001,463721,0,2573,2011-09-26,2018-10-12,5002,0,EN,0
5002,13790,0,1145,2015-08-24,2018-10-12,5003,0,EN,1
5003,18834,0,1777,2013-11-30,2018-10-12,5004,0,EN,1
5004,6102,1,2014,2013-04-05,2018-10-10,5005,0,EN,1
5005,1376999,0,2616,2011-08-14,2018-10-12,5006,0,EN,0
5006,50697,0,426,2017-08-12,2018-10-12,5007,0,EN,1
5007,61940,0,1811,2013-10-25,2018-10-10,5008,0,EN,0
5008,1851,0,1677,2014-03-06,2018-10-08,5009,0,EN,0
5009,513784,0,889,2016-05-06,2018-10-12,5010,0,EN,0
5010,8367,1,507,2017-05-20,2018-10-09,5011,0,EN,1
5011,2370628,0,1480,2014-09-23,2018-10-12,5012,0,EN,0
5012,4186,1,2981,2010-05-16,2018-07-14,5013,0,EN,0
5013,423531,1,1894,2013-08-05,2018-10-12,5014,0,EN,0
5014,337,1,2520,2011-10-05,2018-08-29,5015,0,EN,0
5015,1284453,1,2806,2011-02-05,2018-10-12,5016,0,EN,0
5016,137158,1,1524,2014-08-10,2018-10-12,5017,0,EN,0
5017,854562,0,2615,2011-08-15,2018-10-12,5018,0,EN,0
5018,6978,1,1687,2014-02-10,2018-09-24,5019,0,EN,1
5019,55480,0,1927,2013-07-03,2018-10-12,5020,0,EN,1
5020,2677,1,3324,2009-09-03,2018-10-10,5021,0,EN,0
5021,2119,0,1139,2015-08-28,2018-10-10,5022,0,EN,1
5022,29351,0,1398,2014-12-14,2018-10-12,5023,0,EN,1
5023,30977250,1,2351,2012-05-05,2018-10-12,5024,0,EN,0
5024,13773,0,1874,2013-07-03,2018-08-20,5025,0,EN,1
5025,18475754,0,2195,2012-10-08,2018-10-12,5026,0,PT,0
5026,412,0,353,2017-09-29,2018-09-17,5027,0,PT,0
5027,478842,0,654,2016-12-27,2018-10-12,5028,0,EN,0
5028,7354,1,1380,2014-12-09,2018-09-19,5029,0,EN,1
5029,4345396,0,1633,2014-04-23,2018-10-12,5030,0,EN,0
